title,genres,vote_average,adult,runtime
The Order,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",4.8,False,102.0
Home Room,Drama,6.8,False,133.0
Party Monster,"Comedy, Drama, Crime",5.9,False,98.0
Taking Sides,Drama,6.1,False,108.0
Cabin Fever,Horror,5.5,False,93.0
Matchstick Men,"Comedy, Drama, Crime, Thriller",6.9,False,116.0
Once Upon a Time in Mexico,Action,6.2,False,102.0
Dummy,"Comedy, Drama, Romance",6.1,False,91.0
Lost in Translation,Drama,7.3,False,102.0
Luster,Drama,4.8,False,0.0
Millennium Actress,"Animation, Drama, Romance",7.8,False,87.0
So Close,"Action, Thriller",6.4,False,110.0
Children Of The Night,Horror,4.4,False,92.0
Daisy Miller,"Drama, Romance",5.8,False,91.0
Enlightenment Guaranteed,Comedy,6.8,False,109.0
Gotcha!,"Action, Comedy, Thriller",6.1,False,101.0
Hard to Hold,"Comedy, Drama, Romance",4.8,False,93.0
Kuffs,"Action, Comedy, Crime",5.3,False,102.0
Once Upon a Time in China,"Action, Drama",7.4,False,134.0
Once Upon a Time in China II,"Action, Comedy",7.1,False,113.0
Once Upon a Time in China III,Action,6.7,False,105.0
Paper Moon,"Comedy, Crime, Drama",7.8,False,102.0
Sgt. Pepper's Lonely Hearts Club Band,"Adventure, Music, Family",4.5,False,113.0
A Song for Martin,"Drama, Romance, Foreign",6.5,False,118.0
Targets,Thriller,6.6,False,90.0
The Ugly American,"Thriller, Drama",5.8,False,115.0
The Bostonians,"Drama, Romance",5.5,False,122.0
Convoy,"Action, Comedy, Drama",6.1,False,110.0
Day of the Dead,"Horror, Science Fiction",6.9,False,96.0
"Hello, Dolly!","Comedy, Family, Music, Romance",6.6,False,146.0
I'm Going Home,"Drama, Foreign",6.1,False,90.0
Memoirs of an Invisible Man,"Comedy, Fantasy, Science Fiction",5.7,False,99.0
The Rose,"Drama, Music, Romance",6.8,False,125.0
See No Evil,"Crime, Thriller, Mystery",6.1,False,89.0
Super Sucker,Comedy,3.0,False,93.0
Indiscretion of an American Wife,"Drama, Romance",5.3,False,90.0
At War with the Army,Comedy,5.1,False,93.0
Bingo,"Action, Adventure, Comedy, Family",4.5,False,90.0
God Told Me To,"Horror, Thriller, Mystery",5.1,False,91.0
"I, Madman","Horror, Thriller",5.4,False,89.0
Jungle Book,"Action, Adventure, Family, Fantasy",6.6,False,108.0
Once Bitten,"Horror, Comedy, Romance",5.3,False,94.0
Shrimp on the Barbie,"Comedy, Romance",6.4,False,90.0
Squirm,Horror,5.2,False,92.0
The Adventures of Huckleberry Finn,"Drama, Family, Adventure, Comedy",5.9,False,107.0
The Brood,"Horror, Science Fiction, Thriller",6.6,False,92.0
The Prince and the Pauper,"Adventure, Drama, Family, Fantasy",6.4,False,118.0
Anything Else,"Comedy, Romance",6.2,False,108.0
Cold Creek Manor,"Mystery, Thriller",4.9,False,118.0
The Fighting Temptations,"Comedy, Music, Romance",5.3,False,122.0
Secondhand Lions,"Comedy, Drama, Family",6.9,False,111.0
Underworld,"Fantasy, Action, Thriller",6.6,False,121.0
Bubba Ho-tep,"Comedy, Horror, Thriller, Mystery, Fantasy",6.7,False,92.0
Casa de los Babys,Drama,5.6,False,96.0
Demonlover,"Thriller, Drama, Mystery",5.7,False,121.0
Esmeraldero,,0.0,False,0.0
Close Your Eyes,"Crime, Horror, Thriller, Mystery",5.6,False,108.0
In This World,"Drama, Foreign",6.3,False,88.0
Tibet: Cry of the Snow Lion,Documentary,8.0,False,104.0
Yossi & Jagger,"War, Drama, Romance",6.7,False,65.0
Duplex,"Action, Comedy, Thriller",5.9,False,89.0
The Rundown,"Adventure, Action, Comedy, Thriller",6.4,False,104.0
Under the Tuscan Sun,Romance,6.4,False,113.0
Camera Obscura,,3.0,False,0.0
Kart Racer,"Action, Drama, Family",3.8,False,94.0
Luther,"Drama, History",6.6,False,123.0
Mambo Italiano,"Comedy, Romance",5.6,False,92.0
My Life Without Me,"Drama, Romance",7.2,False,106.0
National Lampoon Presents Dorm Daze,Comedy,4.6,False,96.0
To Be and to Have,Documentary,7.2,False,104.0
The Triplets of Belleville,"Adventure, Animation, Comedy, Drama",7.3,False,80.0
Videodrome,"Horror, Mystery, Science Fiction",7.1,False,87.0
Life and Debt,Documentary,6.3,False,80.0
Lagaan: Once Upon a Time in India,"Adventure, Drama, Music, Romance",7.2,False,224.0
Judgment at Nuremberg,"Drama, History",7.6,False,186.0
Journey of Hope,Drama,7.7,False,110.0
"Same Time, Next Year","Comedy, Drama, Romance",6.5,False,119.0
A Brief History of Time,Documentary,7.4,False,80.0
Jacob the Liar,"History, Drama, Comedy",7.3,False,100.0
Leningrad Cowboys Go America,Comedy,6.7,False,78.0
The Rules of the Game,"Drama, Comedy, Romance",7.7,False,110.0
The Song Remains the Same,"Documentary, Music",8.0,False,137.0
Seven Brides for Seven Brothers,"Comedy, Drama, Western, Music",7.1,False,102.0
Kiss of the Spider Woman,Drama,6.8,False,120.0
All the President's Men,"Drama, History, Mystery, Thriller",7.6,False,138.0
Angie,"Comedy, Drama, Romance",5.0,False,107.0
The Apartment,"Mystery, Drama, Romance",6.5,False,116.0
Avalon,"Action, Science Fiction",6.8,False,107.0
Babette's Feast,"Comedy, Drama",7.0,False,102.0
The Barber of Siberia,"Comedy, Drama, Romance",7.2,False,180.0
Beethoven,"Comedy, Family",5.6,False,87.0
Beethoven's 2nd,"Family, Comedy",5.0,False,89.0
Black Moon Rising,"Science Fiction, Action, Thriller",5.9,False,100.0
Boyz n the Hood,"Crime, Drama",7.4,False,112.0
Bugsy,"Drama, Crime",6.0,False,134.0
Bugsy Malone,"Drama, Action, Comedy, Music, Family",6.5,False,93.0
By the Sword,Drama,5.2,False,91.0
Cobra,"Action, Crime, Thriller",5.6,False,87.0
Common Wealth,"Comedy, Horror",6.9,False,105.0
Consenting Adults,"Crime, Drama, Mystery",5.6,False,99.0
Phenomena,"Horror, Thriller",6.7,False,116.0
Crimewave,"Thriller, Comedy, Crime",5.3,False,83.0
Crying Freeman,"Action, Crime",6.3,False,102.0
Time and Tide,"Drama, Action, Thriller, Crime",5.9,False,113.0
The Meaning of Life,Comedy,7.2,False,107.0
Where Eagles Dare,"Adventure, Drama, Action, History, War",7.4,False,155.0
Tightrope,"Mystery, Thriller, Crime, Drama",6.1,False,115.0
Sleeping with the Enemy,"Drama, Crime, Thriller",6.1,False,99.0
PCU,Comedy,6.0,False,79.0
The Rookie,"Action, Crime, Drama, Thriller",5.6,False,120.0
The Ghost & Mr. Chicken,"Comedy, Family, Mystery, Romance",6.6,False,90.0
City Heat,"Action, Comedy, Crime",5.1,False,93.0
Into the Night,"Comedy, Drama, Thriller",6.4,False,115.0
Three O'Clock High,Comedy,6.6,False,97.0
White Hunter Black Heart,"Adventure, Drama, Action",6.5,False,112.0
Come and See,"Drama, History, War",8.1,False,142.0
A Rage in Harlem,"Crime, Comedy",5.8,False,115.0
Ginger Snaps,"Drama, Horror",6.6,False,108.0
More American Graffiti,"Comedy, Drama, War",4.8,False,110.0
The Ballad of Little Jo,"Romance, Drama, Western",5.9,False,121.0
Under Suspicion,"Crime, Drama, Thriller",6.1,False,99.0
Ruby,"Drama, Action, Thriller, Crime",3.0,False,110.0
The Reluctant Astronaut,"Science Fiction, Comedy, Family",6.0,False,101.0
The Shakiest Gun in the West,"Comedy, Family, Western",6.2,False,101.0
It's Pat,Comedy,3.4,False,74.0
Sunday in the Country,"Drama, Crime, Thriller",7.8,False,93.0
The Gun in Betty Lou's Handbag,"Comedy, Thriller, Mystery",4.1,False,89.0
Sudden Fear,"Drama, Thriller",7.1,False,110.0
Nobody's Baby,Comedy,4.7,False,110.0
Regarding Henry,Drama,6.6,False,108.0
The Debut,Drama,5.3,False,88.0
Wilder Napalm,"Fantasy, Comedy, Science Fiction, Romance",6.5,False,109.0
Contamination,"Adventure, Science Fiction, Horror, Romance",5.4,False,95.0
The Amazing Transparent Man,"Science Fiction, Thriller",4.1,False,57.0
Love Affair,"Drama, Romance",6.1,False,88.0
Once in the Life,"Action, Crime, Drama",5.5,False,107.0
Try Seventeen,"Comedy, Romance, Drama",6.1,False,96.0
The Hospital,"Mystery, Comedy, Drama",6.7,False,103.0
Article 99,"Comedy, Drama",5.5,False,100.0
Images,"Drama, Fantasy, Horror",6.7,False,101.0
Eureka,"Drama, Action, Thriller",5.8,False,130.0
Oleanna,Drama,5.8,False,89.0
Chattahoochee,Drama,6.1,False,97.0
Tough Guys Don't Dance,"Drama, Comedy, Crime, Mystery, Thriller",4.8,False,110.0
There Goes My Baby,"Drama, Comedy",8.5,False,99.0
Kingdom of the Spiders,"Horror, Science Fiction",5.6,False,97.0
Scrooge,"Fantasy, Drama, Family",6.5,False,113.0
Leap of Faith,"Comedy, Drama, Romance",5.1,False,108.0
Gas Food Lodging,"Drama, Romance",5.8,False,101.0
In Cold Blood,"Crime, Drama",7.4,False,134.0
Campus Man,Comedy,5.2,False,94.0
The Bedford Incident,"Action, Drama, Thriller, War",7.0,False,102.0
Murderous Maids,Drama,7.2,False,94.0
Yankee Doodle Dandy,"Drama, Music",7.4,False,126.0
Ninja Scroll,"Action, Animation, Fantasy",7.4,False,94.0
Knife in the Water,Drama,7.1,False,94.0
The Devil and Daniel Webster,"Comedy, Drama, Fantasy",7.7,False,107.0
Mobsters,"Drama, Action, Thriller, Crime",5.7,False,104.0
Charlotte Sometimes,"Drama, Romance",5.8,False,85.0
Out of Time,"Thriller, Crime, Drama",6.1,False,105.0
School of Rock,"Comedy, Music",6.8,False,108.0
Concert for George,Music,8.0,False,140.0
The Event,"Drama, Thriller",6.7,False,114.0
9 Dead Gay Guys,"Crime, Comedy",5.1,False,83.0
The Station Agent,"Drama, Comedy",7.4,False,88.0
Wonderland,"Crime, Drama, Mystery, Thriller",6.2,False,104.0
Bus 174,"Documentary, Foreign",7.7,False,150.0
Mystic River,"Thriller, Crime, Drama, Mystery",7.6,False,138.0
Good Boy!,"Comedy, Family, Science Fiction",4.6,False,87.0
House of the Dead,"Horror, Action, Thriller",2.8,False,90.0
Intolerable Cruelty,"Crime, Comedy, Romance",5.8,False,100.0
Kill Bill: Vol. 1,"Action, Crime",7.7,False,111.0
Dopamine,"Comedy, Romance",5.0,False,79.0
The Flower of Evil,Drama,5.7,False,104.0
Girls Will Be Girls,Comedy,5.0,False,79.0
Porn Theater,Drama,6.5,False,90.0
Runaway Jury,"Drama, Thriller",6.9,False,127.0
The Texas Chainsaw Massacre,Horror,6.1,False,98.0
Pieces of April,"Comedy, Drama",6.4,False,81.0
Returner,"Action, Adventure, Science Fiction",6.7,False,116.0
Sylvia,"Drama, Romance",5.6,False,109.0
Veronica Guerin,"Drama, Crime, Thriller",6.8,False,98.0
In the Cut,"Mystery, Thriller",4.7,False,119.0
Beyond Borders,"Drama, Romance, Adventure, War",6.7,False,127.0
Radio,Drama,6.8,False,109.0
Scary Movie 3,Comedy,5.8,False,84.0
Brother Bear,"Adventure, Animation, Family",6.9,False,85.0
Elephant,"Drama, Crime",7.0,False,81.0
Gypsy 83,Drama,7.4,False,94.0
The Singing Detective,"Comedy, Music, Mystery, Crime",5.9,False,109.0
The Italian Job,"Action, Crime, Comedy, Thriller",7.1,False,99.0
Impulse,"Horror, Mystery, Science Fiction, Thriller",4.3,False,91.0
Normal,Drama,7.2,False,110.0
Shoah,Documentary,8.7,False,566.0
Unconditional Love,"Drama, Comedy, Thriller",6.6,False,124.0
Sweet Sixteen,"Crime, Drama",6.5,False,106.0
Alien from L.A.,"Action, Family, Science Fiction",2.9,False,87.0
Black Sunday,"Action, Drama, Thriller",6.8,False,143.0
Men of Respect,"Drama, Action, Crime",3.8,False,113.0
Interstate 60,"Adventure, Comedy, Drama, Fantasy, Mystery",7.1,False,116.0
Lipstick,"Drama, Thriller",5.6,False,89.0
Storyville,"Drama, Mystery",5.7,False,113.0
That was Then... This is Now,Drama,5.9,False,102.0
Holy Matrimony,Comedy,4.6,False,93.0
The Black Scorpion,"Horror, Science Fiction",5.1,False,88.0
The Eye,Horror,6.4,False,98.0
Captain Kronos: Vampire Hunter,"Adventure, Horror",6.0,False,91.0
The Jolson Story,"Drama, Music",6.4,False,128.0
You'll Never Get Rich,"Comedy, Music, Romance",6.5,False,88.0
Frankenstein and the Monster from Hell,"Horror, Science Fiction",6.3,False,93.0
Preaching to the Perverted,Comedy,6.5,False,100.0
Chicago Joe and the Showgirl,"Romance, Drama, Crime",4.5,False,103.0
The Magic Sword,"Adventure, Fantasy, Drama, Action, Family",4.2,False,80.0
Promised Land,"Drama, Romance",5.3,False,102.0
Aparajito,Drama,7.9,False,110.0
The Hired Hand,Western,6.8,False,90.0
Le Cercle Rouge,"Drama, Thriller, Crime",7.6,False,140.0
Man of Marble,"Drama, History",5.8,False,165.0
Sherlock Holmes and the Voice of Terror,"Drama, Mystery, Thriller",7.3,False,65.0
Sherlock Holmes Faces Death,"Drama, Mystery, Thriller",7.2,False,68.0
Sherlock Holmes in Washington,"Drama, Action, Thriller, Mystery",7.4,False,71.0
The Solid Gold Cadillac,"Comedy, Romance",6.8,False,99.0
The Human Stain,"Drama, Thriller, Romance",6.1,False,106.0
"Die, Mommie, Die!",Comedy,6.6,False,90.0
Dirt,"Comedy, Crime",6.0,False,102.0
Girlhood,Documentary,7.4,False,82.0
Mail Order Bride,"Action, Comedy, Drama, Romance, Thriller",2.8,False,84.0
Shattered Glass,"Drama, History",6.6,False,94.0
Suspended Animation,"Horror, Thriller",0.0,False,114.0
The Matrix Revolutions,"Adventure, Action, Thriller, Science Fiction",6.4,False,129.0
The Revolution Will Not Be Televised,Documentary,7.6,False,74.0
Elf,"Comedy, Family, Fantasy",6.4,False,97.0
Standard Time,"Music, Romance",0.0,False,102.0
Billabong Odyssey,"Action, Adventure, Documentary",0.0,False,88.0
Gloomy Sunday,"Romance, Drama",7.8,False,112.0
In My Skin,"Drama, Horror",6.3,False,93.0
Just an American Boy,,0.0,False,0.0
Love Actually,"Comedy, Romance, Drama",7.0,False,135.0
Love Forbidden,Drama,6.0,False,96.0
Father of the Bride,"Comedy, Romance",6.2,False,105.0
My Architect,Documentary,7.0,False,116.0
Looney Tunes: Back in Action,"Animation, Comedy, Family",5.6,False,90.0
Master and Commander: The Far Side of the World,Adventure,6.9,False,138.0
Tupac: Resurrection,"Music, Documentary",8.0,False,112.0
The Big Empty,"Comedy, Drama, Mystery, Science Fiction",6.1,False,94.0
The Missing,"Thriller, Western, Adventure",6.1,False,135.0
The Cat in the Hat,"Comedy, Fantasy, Family",4.9,False,82.0
Gothika,"Horror, Thriller",5.8,False,98.0
21 Grams,"Drama, Crime, Thriller",7.2,False,124.0
The Barbarian Invasions,"Comedy, Crime, Drama",6.7,False,99.0
Blue Gate Crossing,"Drama, Romance",7.2,False,85.0
Bad Santa,"Drama, Comedy, Crime",6.4,False,91.0
The Haunted Mansion,"Thriller, Fantasy, Comedy, Family, Mystery",5.1,False,87.0
Timeline,"Action, Adventure, Science Fiction",5.4,False,116.0
Marquis,"Animation, Comedy",5.7,False,83.0
Damage,"Drama, Romance",6.7,False,111.0
OT: Our Town,Documentary,5.0,False,0.0
Devil's Playground,Documentary,6.7,False,77.0
Dance with a Stranger,"Crime, Drama",5.5,False,102.0
Journeys with George,,8.0,False,79.0
Darkman,"Action, Science Fiction, Crime",6.2,False,96.0
Dead of Night,"Comedy, Horror, Mystery, Thriller",6.8,False,103.0
Death Machine,"Action, Horror, Science Fiction, Thriller",5.8,False,117.0
The Last Battle,"Thriller, Action, Science Fiction",6.4,False,90.0
Desk Set,"Comedy, Romance",6.9,False,103.0
Europa,"Thriller, Drama",7.3,False,112.0
The Watermelon Woman,Drama,8.0,False,90.0
Final Analysis,"Drama, Thriller, Romance",5.4,False,117.0
The Freshman,"Comedy, Crime",6.4,False,102.0
Funny Games,"Drama, Horror, Thriller",7.3,False,103.0
Tales from the Crypt,Horror,7.2,False,92.0
New Jack City,"Thriller, Crime, Drama",6.3,False,97.0
Slacker,Comedy,6.4,False,97.0
WarGames,"Thriller, Science Fiction",7.0,False,114.0
Mr. Hobbs Takes a Vacation,"Family, Comedy",6.0,False,116.0
Ordet,Drama,7.8,False,126.0
Forbidden Games,"Drama, History",7.8,False,86.0
Jane Eyre,"Drama, Romance",6.6,False,97.0
A Tale of Two Cities,"Action, Drama",6.5,False,128.0
The Passion of Joan of Arc,"Drama, History",8.2,False,110.0
Ben-Hur: A Tale of the Christ,"Adventure, Drama",7.3,False,143.0
The Cabinet of Dr. Caligari,"Drama, Horror, Thriller, Crime",7.7,False,78.0
Broken Blossoms,"Drama, Romance",6.9,False,90.0
Gorky Park,"Thriller, Crime, Drama",6.4,False,128.0
The First Great Train Robbery,"Thriller, Adventure, Drama, Crime",6.6,False,110.0
"Greystoke: The Legend of Tarzan, Lord of the Apes","Adventure, Drama, Action, Romance",6.0,False,143.0
Guarding Tess,"Comedy, Drama, Thriller",5.9,False,96.0
Hannah and Her Sisters,"Comedy, Drama",7.6,False,107.0
The Hard Way,"Action, Comedy, Crime",6.1,False,111.0
Hercules in New York,"Action, Adventure, Comedy, Fantasy, Science Fiction",3.7,False,91.0
Highlander II: The Quickening,"Action, Fantasy, Science Fiction",4.5,False,91.0
Hoffa,"Crime, History",6.1,False,140.0
House of Cards,Drama,6.7,False,109.0
Housesitter,"Comedy, Romance",5.6,False,102.0
Hudson Hawk,"Action, Adventure, Comedy",5.4,False,100.0
Invasion of the Body Snatchers,"Horror, Mystery, Science Fiction, Thriller",7.1,False,115.0
Mindwalk,Drama,6.5,False,111.0
Kafka,"Comedy, Drama, Mystery",6.6,False,98.0
Kindergarten Cop,Comedy,5.8,False,111.0
King Ralph,"Comedy, Family",5.3,False,97.0
Knight Moves,"Mystery, Thriller",5.7,False,116.0
The Last Boy Scout,"Action, Thriller",6.5,False,105.0
Last Tango in Paris,"Drama, Romance",7.1,False,129.0
Lorenzo's Oil,Drama,6.6,False,135.0
The Lover,"Drama, Romance",6.5,False,115.0
Matador,"Drama, Thriller",6.7,False,110.0
Mr. Destiny,"Fantasy, Comedy, Science Fiction, Romance",6.1,False,110.0
The Night of the Hunter,"Thriller, Crime",7.9,False,93.0
Nowhere to Run,"Action, Adventure, Drama, Thriller",5.5,False,94.0
Only the Lonely,"Comedy, Romance",6.2,False,104.0
Over the Top,"Action, Drama",5.7,False,93.0
Passenger 57,"Action, Adventure, Thriller",5.6,False,84.0
Presumed Innocent,"Drama, Thriller, Crime, Mystery",6.6,False,127.0
Project X,Drama,6.2,False,108.0
Proof,Drama,6.3,False,86.0
Pure Luck,"Comedy, Crime, Mystery",5.5,False,96.0
Battle Royale,"Drama, Thriller, Adventure",7.3,False,114.0
The Wedding Banquet,"Comedy, Drama, Romance",6.8,False,109.0
"Salò, or the 120 Days of Sodom","History, War, Drama, Horror",6.4,False,116.0
A Midnight Clear,"Drama, History",6.9,False,108.0
Summer School,Comedy,6.3,False,97.0
Silverado,"Action, Crime, Drama, Western",7.1,False,127.0
Quick Change,"Comedy, Crime",6.3,False,89.0
Rabid,Horror,6.4,False,91.0
Radio Flyer,Drama,6.6,False,114.0
The Real McCoy,"Action, Crime, Drama, Thriller",5.8,False,100.0
Revenge,"Thriller, Drama, Romance, Crime",6.0,False,123.0
The Secret of My Success,Comedy,6.2,False,111.0
Show Me Love,"Comedy, Romance, Drama",7.1,False,89.0
Streets of Fire,"Action, Thriller, Music",6.6,False,93.0
Teen Wolf,"Comedy, Fantasy, Romance",6.0,False,91.0
High Heels,"Comedy, Drama, Romance",7.2,False,109.0
Things You Can Tell Just by Looking at Her,"Drama, Romance",6.4,False,109.0
Thunderheart,"Action, Adventure, Crime, Mystery, Thriller",6.0,False,119.0
To Live and Die in L.A.,"Action, Crime, Thriller",6.8,False,116.0
Trapped in Paradise,"Action, Comedy",5.8,False,111.0
Betty Blue,"Drama, Romance",7.5,False,178.0
Vivre Sa Vie,Drama,7.6,False,85.0
Wild at Heart,"Comedy, Crime, Thriller",7.0,False,124.0
The Witches,"Adventure, Fantasy, Horror",6.7,False,91.0
The Witches of Eastwick,"Fantasy, Horror, Comedy",6.2,False,118.0
Year of the Dragon,"Action, Crime, Drama, Thriller",6.5,False,134.0
Nothing to Lose,"Action, Adventure, Comedy",6.3,False,97.0
Flying Down to Rio,"Comedy, Music, Romance",6.6,False,89.0
Follow the Fleet,"Comedy, Music, Romance",7.1,False,110.0
What's New Pussycat?,"Comedy, Romance",6.0,False,108.0
Mary of Scotland,"Drama, History",6.6,False,123.0
Roberta,"Comedy, Music, Romance",6.1,False,106.0
Little Women,"Drama, Family, Romance",7.6,False,121.0
Swing Time,"Comedy, Music, Romance",7.1,False,103.0
The Public Enemy,"Drama, Action, Crime",7.3,False,83.0
A Midsummer Night's Dream,"Fantasy, Comedy, Science Fiction, Romance",5.2,False,143.0
Life with Father,"Comedy, Family",6.4,False,118.0
National Velvet,"Drama, Family",7.3,False,123.0
Jesus Christ Superstar,"Drama, History, Music",7.1,False,108.0
Dark Victory,"Drama, Romance",7.0,False,104.0
Birdman of Alcatraz,Drama,7.0,False,147.0
Aguirre: The Wrath of God,"Adventure, Drama, History",7.5,False,93.0
Beauty and the Beast,"Drama, Fantasy, Romance",7.8,False,96.0
The Birth of a Nation,"Drama, History, War",6.4,False,193.0
The Blue Kite,Drama,7.4,False,140.0
Juliet of the Spirits,"Comedy, Drama, Fantasy",7.4,False,137.0
Last Year at Marienbad,"Drama, Romance",7.6,False,95.0
The Tragedy of Macbeth,"War, Drama, History",7.0,False,140.0
Red River,Western,7.3,False,133.0
A Woman Under the Influence,"Romance, Drama",7.8,False,155.0
Stagecoach,"Adventure, Western",7.6,False,96.0
A Shot in the Dark,"Comedy, Crime",7.2,False,102.0
The Navigator,"Action, Comedy",7.3,False,59.0
The Court Jester,"Action, Adventure, Comedy, Family",7.7,False,101.0
Bullitt,"Action, Crime, Drama, Thriller",7.0,False,113.0
Way Down East,"Drama, Action, Romance",6.2,False,145.0
Jezebel,"Drama, Romance",7.2,False,103.0
